,Unnamed: 0,species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,transfers,currently,status,statusDate,COD,entryDate,timespent
800,801,Pseudorca,"NOA0003107, 890136",Hoshi,F,estimate,1983,Capture,1988-12-01,"Pacific Ocean, Japan","Japan, Pacific Ocean to Holding, Japan (??-Dec-1988) to Indianapolis Zoo (30-Mar-1989) to John G. Shedd Aquarium (??-Oct-1991) to Indianapolis Zoo (Spring 1992) to SeaWorld Orlando (22-Oct-1994)",SeaWorld Orlando,Died,1998-03-19,Enterocolic compromise,1988-12-01,3395.0
801,802,Killer Whale; Orca,"NOA0002984, SWF-OO-8901",Taima,F,actual,1989,Born,1989-07-11,SeaWorld Orlando,,SeaWorld Orlando,Died,2010-06-06,-,1989-07-11,7635.0
802,803,Bottlenose,"NOA0002989, SWT-TT-8978",Bailey,F,actual,1989,Born,1989-11-24,SeaWorld San Antonio,SeaWorld San Antonio to SeaWorld Aurora (??) to SeaWorld Orlando (??) to SeaWorld Aurora (??) to SeaWorld Orlando (11-Oct-1997),SeaWorld Orlando,Died,2014-05-19,"Gastric impaction, PN, hepatic hemosiderosis",1989-11-24,8942.0
803,804,Bottlenose,"NOA0003092, 1159-TT-02M",Hekili,M,estimate,1986,Capture,1989-11-24,Florida Keys,Florida Keys to Dolphin Connection (24-Nov-1989) to SeaWorld Orlando (16-Feb-1993),SeaWorld Orlando,Died,2012-04-15,Metastatic squamous-cell carcinoma,1989-11-24,8178.0
804,805,Bottlenose,"NOA0003012, SWO-TT-9051",Neptune,M,actual,1990,Born,1990-01-21,SeaWorld Aurora,SeaWorld Aurora to SeaWorld San Diego? (14-Oct-1990) to SeaWorld Orlando (??-???-????),SeaWorld Orlando,Died,1997-07-24,Necrotic bacterial gastroenteritis,1990-01-21,2741.0
805,806,Beluga,"NOA0005797, SWC-DL-9727",Nanuq,M,estimate,1981,Capture,1990-08-13,"Hudson Bay, Canada","Hudson Bay, Manitoba to Vancouver Aquarium (??-Aug-1990) to SeaWorld San Diego (27-Jul-1997) to SeaWorld San Antonio (12-Feb-2005) to SeaWorld San Diego (20-Jan-2008) to SeaWorld Orlando (01-Jun-2014)",SeaWorld Orlando,Died,2015-02-09,"Infectious myositis, following a jaw fracture",1997-07-27,8946.0
806,807,Bottlenose,"NOA0003039, SWT-TT-9176",Kelly,F,actual,1991,Born,1991-02-28,SeaWorld San Antonio,SeaWorld San Antonio to SeaWorld Aurora (??) to SeaWorld Orlando to SeaWorld Aurora (??) to SeaWorld Orlando (11-Oct-1997),SeaWorld Orlando,Died,1998-09-25,Severe diffuse granulomatous pneumonia,1991-02-28,2766.0
807,808,Bottlenose,"NOA0003064, SWT-TT-9278",Jenson,M,actual,1992,Born,1992-09-01,SeaWorld San Antonio,SeaWorld San Antonio to SeaWorld Orlando (03-Apr-2000) to Busch Gardens Tampa (04-Mar-2002) to SeaWorld Orlando (04-Sep-2002),SeaWorld Orlando,Died,2015-03-06,Acute intestinal necrosis,1992-09-01,8221.0
808,809,Bottlenose,"NOA0003062, SWC-TT-9227",Peanut,F,actual,1992,Born,1992-11-27,SeaWorld San Diego,SeaWorld San Diego to Discovery Cove (02-Apr-2000) to SeaWorld Orlando (??-???-2005),SeaWorld Orlando,Died,2010-03-05,Chronic broncho-interstitial pneumonia,1992-11-27,6307.0
809,810,Pseudorca,"NOA0003090, SWF-PC-9301",Akira,F,actual,1993,Born,1993-12-24,SeaWorld Orlando,,SeaWorld Orlando,Died,1998-05-25,-,1993-12-24,1613.0
810,811,Killer Whale; Orca,"NOA0003089, SWF-OO-9303",Nyar,F,actual,1993,Born,1993-12-31,SeaWorld Orlando,,SeaWorld Orlando,Died,1996-04-01,-,1993-12-31,822.0
811,812,Pseudorca,"NOA0003106, SWF-PC-9401",Jozu,F,actual,1994,Born,1994-09-03,SeaWorld Orlando,,SeaWorld Orlando,Died,2012-06-04,Respiratory illness,1994-09-03,6484.0
812,813,Bottlenose,"NOA0005526, SWT-TT-9578",Porter,M,estimate,,Born,1995-09-16,SeaWorld San Antonio,SeaWorld San Antonio to SeaWorld Aurora (26-Apr-1999) to SeaWorld Orlando (17-Feb-2001) to Busch Gardens Tampa (03-Jul-2001) to SeaWorld Orlando (04-Sep-2002),SeaWorld Orlando,Died,2009-03-22,Adrenal-cortical hypoplasia,1995-09-16,4936.0
813,814,Bottlenose,"NOA0005679, SWF-TT-9703",Bossa,F,actual,1997,Born,1997-05-30,SeaWorld Orlando,SeaWorld Orlando to Discovery Cove (,SeaWorld Orlando,Died,2014-04-25,Uterine rupture with acute peritonitis,1997-05-30,6174.0
814,815,Bottlenose,"NOA0005849, SWF-TT-9903",Kiwi,M,actual,1999,Born,1999-06-22,SeaWorld Orlando,,SeaWorld Orlando,Died,2002-09-21,Acute erysipelothrix,1999-06-22,1187.0
816,817,Beluga,"NOA0005857, SWF-DL-9902",Hudnall,M,actual,1999,Born,1999-07-27,SeaWorld Orlando,,SeaWorld Orlando,Died,2003-10-07,Intestinal torsion,1999-07-27,1533.0
817,818,Bottlenose,"NOA0006011, SWF-TT-0204",Kato,M,actual,2002,Born,2002-04-19,SeaWorld Orlando,,SeaWorld Orlando,Died,2008-12-08,Severe acute bacterial bronchopneumonia,2002-04-19,2425.0
818,819,Bottlenose,"NOA0006053, SWF-TT-0207",T.K.,M,actual,2002,Born,2002-07-13,SeaWorld Orlando,,SeaWorld Orlando,Died,2006-09-06,severe acute trauma and secondary thoracic and abdominal hemorrhage,2002-07-13,1516.0
819,820,Bottlenose,"NOA0006260, SWF-TT-0501",Cinco,F,actual,2005,Born,2005-05-05,SeaWorld Orlando,,SeaWorld Orlando,Died,2006-10-17,"acute meningitis, cerebral vasculitis",2005-05-05,530.0
820,821,Bottlenose,"NOA0006430, SWF-TT-0709",Lagos,M,actual,2007,Born,2007-10-08,SeaWorld Orlando,,SeaWorld Orlando,Died,2015-06-15,Bacterial pneumonia and sepsis,2007-10-08,2807.0
821,822,Bottlenose,"NOA0006566, SWF-TT-0907",Rhett,M,actual,2009,Born,2009-07-18,Discovery Cove,Discovery Cove to SeaWorld Orlando (2009 / 2010),SeaWorld Orlando,Died,2011-01-03,acute pancreatic necrosis,2009-07-18,534.0
822,823,Bottlenose,"NOA0006686, SWF-TT-1007",Cocoa,F,actual,2010,Born,2010-09-14,SeaWorld Orlando,,SeaWorld Orlando,Died,2011-11-14,Phytobezoar (swallowed toxic leaves),2010-09-14,426.0
823,824,"Pilot, Short-fin","NOA0006759, MMC-GM-0611, R-300",Hundee,F,estimate,1990s,Rescue,2011-05-05,"Cudjoe Key, FL, US","Cudjoe Key, Florida to Marine Mammal Conservancy (10-May-2011) to SeaWorld Orlando (12-Sep-2011)",SeaWorld Orlando,Died,2013-08-26,Acute bacterial sepsis,2011-05-05,844.0
824,825,Bottlenose,"NOA0004582, SWF-TT-0101",Davy Ii,M,estimate,1969,Capture,1971-12-22,"Atlantic Ocean, FL, US","Florida, Atlantic Ocean to Marineland of Florida (22-Dec-1971) to SeaWorld Orlando (26-Mar-2001) to SeaWorld San Antonio (03-Apr-2004)",SeaWorld San Antonio,Died,2007-06-20,"Perforated stomach, toxemia, septicemia",1971-12-22,12964.0
825,826,Bottlenose,"NOA0002612, SWC-TT-7290",Clicker,M,estimate,1969,Capture,1972-12-15,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to SeaWorld San Diego (15-Dec-1972) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,Died,2008-07-09,Chronic renal calculi,1972-12-15,12990.0
826,827,Bottlenose,"NOA0002585, SWF-TT-2993",Domino,M,estimate,1969,Capture,1973-09-09,"Atlantic Ocean, FL, US","Florida, Atlantic Ocean to SeaWorld Orlando (09-Sep-1973) to SeaWorld Aurora (??-???-????) to SeaWorld San Antonio (13-Oct-1990?) to SeaWorld Aurora (Spr 1991?) to SeaWorld San Antonio (Fall 1991?)",SeaWorld San Antonio,Died,1994-11-21,"Acute cardiovascular collapse, mass in lung",1973-09-09,7743.0
827,828,"White-sided, Pacific","NOA0000632, 4-75",Amphitrite,F,estimate,1971,Capture,1975-10-03,"Pacific Ocean, CA, US","Pacific Ocean, California to Steinhart Aquarium (03-Oct-1975) to SeaWorld San Antonio (12-Oct-1995)",SeaWorld San Antonio,Died,1996-08-25,Intestinal volvulus,1975-10-03,7632.0
828,829,Bottlenose,"NOA0002677, SWC-TT-7706",Guy,M,estimate,1974,Capture,1977-01-09,"Atlantic Ocean, FL, US","Florida, Atlantic Ocean to SeaWorld Orlando (09-Jan-1977) to SeaWorld San Antonio (??-Feb-1988)",SeaWorld San Antonio,Died,1998-08-18,Septicemia,1977-01-09,7891.0
829,830,Bottlenose,"NOA0004593, SWF-TT-0102",Hacksaw,M,estimate,1970,Capture,1977-05-19,"Atlantic Ocean, FL, US","Florida, Atlantic Ocean to Shark World/Aquatarium (19-May-1977) to Marineland of Florida (07-Mar-1979) to SeaWorld Orlando (26-Mar-2001) to SeaWorld San Antonio (03-Apr-2004)",SeaWorld San Antonio,Died,2010-07-15,Chronic myocarditis,1977-05-19,12110.0
830,831,Killer Whale; Orca,"NOA0003035, SWF-OO-9101",Winnie,F,estimate,1976,Capture,1977-10-12,Iceland,"Iceland, North Atlantic, off Ingolfshöfdi to Floating Pen, Grindavík Harbor to Dolfinarium Harderwijk (12-Oct-1977) to Windsor Safari Park (15-Nov-1977) to SeaWorld Orlando (26-Oct-1991) to SeaWorld Aurora (??-Oct-1994) to SeaWorld San Antonio (05-Oct-1999)",SeaWorld San Antonio,Died,2002-04-11,"Blocked intestine, due to a mass of swallowed objects (coins, tile, etc.) from the pool at Windsor",1977-10-12,8947.0
831,832,Killer Whale; Orca,"NOA0002504, SWF-OO-7803",Kahana,F,estimate,1977,Capture,1977-10-26,Iceland,"Iceland, North Atlantic, off Tvisker to Floating Pen, Grindavík Harbor (??-Oct-1978) to SeaWorld Orlando (??-???-1978) to SeaWorld Aurora (~ Apr 1985) to SeaWorld Orlando (~ Oct 1985) to SeaWorld Aurora (~ Apr 1986) to SeaWorld Orlando (~ Oct 1986) to SeaWorld Aurora (~ Apr 1987) to SeaWorld San Diego (~ Oct 1987) to SeaWorld Aurora (??-Feb-1988) to SeaWorld San Diego (??-Oct-1989) to SeaWorld San Antonio (??-Feb-1990)",SeaWorld San Antonio,Died,1991-05-14,"Severe trauma, intestinal ganglioneuroma",1977-10-26,4948.0
832,833,Killer Whale; Orca,"NOA0002502, SWC-OO-7801",Kotar,M,estimate,1976,Capture,1977-10-26,Iceland,"Iceland, North Atlantic to Floating Pen, Grindavík Harbor (??-Oct-1978) to SeaWorld San Diego (??-???-1978) to SeaWorld Orlando (??-Apr-1982) to SeaWorld San Antonio (??-Feb-1988)",SeaWorld San Antonio,Died,1995-04-01,Skull fracture and severe blood loss,1977-10-26,6366.0
833,834,Bottlenose,"NOA0002136, SWC-TTG-7812",Kai,M,estimate,1975,Capture,1978-02-01,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (01-Feb-1978) to Busch Gardens Tampa (~ 1990) to National Aquarium in Baltimore (11-Oct-1992) to SeaWorld Aurora (22-Oct-1997) to SeaWorld San Antonio (26-Apr-1998)",SeaWorld San Antonio,Died,2014-11-19,Pyogranulomatous pneumonia. (Euthanized?),1978-02-01,13440.0
834,835,Bottlenose,"NOA0002616, SWC-TT-7818",Jiffy Pop,M,actual,1978,Born,1978-09-25,SeaWorld San Diego,SeaWorld San Diego to SeaWorld San Antonio (??-???-????),SeaWorld San Antonio,Died,1992-09-12,"Mycotic colitis, lymphadenitis",1978-09-25,5101.0
835,836,"White-sided, Pacific","NOA0000634, #7802",Thetis,F,estimate,1968,Capture,1978-12-11,"Pacific Ocean, CA, US","Pacific Ocean, California to Steinhart Aquarium (11-Dec-1978) to SeaWorld San Antonio (12-Oct-1995)",SeaWorld San Antonio,Died,2001-12-13,Chronic enteric fungal infection,1978-12-11,8403.0
836,837,Beluga,"NOA0002492, SWC-DL-7902",Shadow,M,estimate,,Capture,1979-07-24,"Hudson Bay, Canada","Hudson Bay, Manitoba to SeaWorld San Diego (25-Jul-1979) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,Died,1996-05-22,Subcutaneous nocardiosis,1979-07-24,6147.0
837,838,"White-sided, Pacific","NOA0002531, SWC-LO-8002",,F,estimate,1975,Capture,1980-01-15,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (15-Jan-1980) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,Died,1992-08-09,Mycotic meningoencephalitis,1980-01-15,4590.0
838,839,"White-sided, Pacific","NOA0002533, SWC-LO-8004",,F,estimate,,Capture,1980-01-21,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (21-Jan-1980) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,Died,1997-08-05,Renal failure,1980-01-21,6406.0
839,840,Bottlenose,"NOA0002668, SWF-TT-8001",,F,estimate,1976,Capture,1980-02-07,"Atlantic Ocean, FL, US","Florida, Atlantic Ocean to SeaWorld Orlando (07-Feb-1980) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,Died,1997-11-04,Pulmonary nocardiosis,1980-02-07,6480.0
840,841,Bottlenose,"NOA0002664, SWF-TT-8022",Maggie,F,estimate,1976,Capture,1980-05-13,"Atlantic Ocean, FL, US","Florida, Atlantic Ocean to SeaWorld Orlando (13-May-1980) to SeaWorld San Diego (",SeaWorld San Antonio,Died,1990-02-22,"Bacterial/fungal CNS infection, orig. in sinuses",1980-05-13,3572.0
841,842,"White-sided, Pacific","NOA0002691, SWC-LO-8013",,F,estimate,,Capture,1980-12-15,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (15-Dec-1980) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,Died,1999-05-18,Severe granulomatous pleuritis,1980-12-15,6728.0
842,843,"White-sided, Pacific","NOA0002698, SWC-LO-8127",Lorelai,F,estimate,,Capture,1981-02-03,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (03-Feb-1981) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,Died,2011-07-24,Severe acute fungal myocarditis,1981-02-03,11128.0
843,844,Bottlenose,"NOA0002744, SWF-TT-8104",Sprite,F,actual,1981,Born,1981-06-14,SeaWorld Orlando,SeaWorld Orlando to SeaWorld Aurora (,SeaWorld San Antonio,Died,1995-09-06,Hepatic and renal failure,1981-06-14,5197.0
844,845,"White-sided, Pacific","NOA0002718, SWC-LO-8133",,F,estimate,,Capture,1981-12-29,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (29-Dec-1981) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,Died,2000-01-15,Colonic histoplasmosis,1981-12-29,6591.0
845,846,"White-sided, Pacific","NOA0002719, SWC-LO-8226",,F,estimate,,Capture,1982-01-08,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (08-Jan-1982) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,Died,1990-10-20,Disseminated zygomycosis,1982-01-08,3207.0
846,847,Bottlenose,"NOA0002764, SWC-TT-8226",Puka,F,actual,1982,Born,1982-08-19,SeaWorld San Diego,SeaWorld San Diego to SeaWorld Aurora (,SeaWorld San Antonio,Died,2011-11-03,Acute intestinal volvulus,1982-08-19,10668.0
847,848,Killer Whale; Orca,"NOA0003068, SWT-OO-9376",Haida Ii,F,estimate,1981,Capture,1982-10-01,Iceland,"Iceland, North Atlantic to Hafnarfjordur Aquarium (??-Oct-1982) to Sealand of the Pacific (??-Mar-1983) to SeaWorld San Antonio (08-Jan-1993)",SeaWorld San Antonio,Died,2001-08-01,"Brain abscess, necrosis of cerebrum/fungal infection",1993-01-08,6879.0
848,849,Killer Whale; Orca,"NOA0002978, SWO-OO-8951",Samoa,F,estimate,1979,Capture,1983-01-01,Iceland,"Iceland, North Atlantic to Hafnarfjordur Aquarium (??-Nov-1983) to Sao Paulo Playcenter (??-???-1984) to SeaWorld Aurora (03-May-1989) to SeaWorld San Antonio? (??-Oct-1989) to SeaWorld Aurora (??-Feb-1990) to SeaWorld San Antonio (??-Oct-1990)",SeaWorld San Antonio,Died,1992-03-14,Labor complications during late-term miscarriage,1989-05-03,3360.0
849,850,Bottlenose,"NOA0001291, SWF-TT-8301",Alice,F,estimate,1978,Capture,1983-06-14,"Atlantic Ocean, FL, US","Florida, Atlantic Ocean to SeaWorld Orlando (14-Jun-1983) to SeaWorld San Antonio (02-Feb-1988)",SeaWorld San Antonio,Died,2000-05-03,"Mycotic meningitis, pneumonia",1983-06-14,6168.0
850,851,Bottlenose,"NOA0002804, SWC-TT-8428",,M,actual,1984,Born,1984-04-09,SeaWorld San Diego,SeaWorld San Diego to SeaWorld San Antonio (??-???-????),SeaWorld San Antonio,Died,1991-12-14,Acute clostridial pneumonia,1984-04-09,2805.0
851,852,Bottlenose,"NOA0002805, SWC-TT-8429",,F,actual,1984,Born,1984-12-26,SeaWorld San Diego,SeaWorld San Diego to SeaWorld San Antonio (??-???-????),SeaWorld San Antonio,Died,1995-03-25,Mycotic bacterial pleuritis,1984-12-26,3741.0
852,853,Beluga,SWC-DL-8728,A.J.,M,estimate,,Capture,1987-07-18,"Hudson Bay, Canada","Hudson Bay, Manitoba to SeaWorld San Diego (??-Jul-1987) to SeaWorld Orlando (~ 1995) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,Died,1998-02-06,Encephalopathy,1987-07-18,3856.0
853,854,Beluga,"NOA0002917, SWC-DL-8729",,F,estimate,,Capture,1987-07-19,"Hudson Bay, Canada","Hudson Bay, Manitoba to SeaWorld San Diego (??-Jul-1987) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,Died,1995-08-02,"Chronic epicarditis, cardiac arrest",1987-07-19,2936.0
854,855,Beluga,"NOA0002919, SWC-DL-8731",Luke,M,estimate,,Capture,1987-07-20,"Hudson Bay, Canada","Hudson Bay, Manitoba to SeaWorld San Diego (??-Jul-1987) to SeaWorld San Antonio (1988?) to SeaWorld Orlando (05-May-1995) to SeaWorld San Antonio (18-Oct-1998)",SeaWorld San Antonio,Died,2000-12-01,Neurological disease,1987-07-20,4883.0
855,856,Beluga,NOA0003051,Kia,F,estimate,1984,Capture,1987-07-24,"Hudson Bay, Canada","Hudson Bay, Manitoba to New York Aquarium (29-Jul-1987) to National Aquarium in Baltimore (30-Jun-1988) to SeaWorld San Antonio (19-Feb-1992)",SeaWorld San Antonio,Died,2001-04-27,Pleuropneumonia,1987-07-24,5026.0
856,857,Beluga,"NOA0003052, SWT-DL-9277",Sikku,F,estimate,1984,Capture,1987-07-27,"Hudson Bay, Canada","Hudson Bay, Manitoba to New York Aquarium (29-Jul-1987) to National Aquarium in Baltimore (~ 1990) to SeaWorld San Antonio (19-Feb-1992)",SeaWorld San Antonio,Died,2011-03-06,Atherosclerosis,1987-07-27,8623.0
857,858,Beluga,"NOA0002948, SWT-DL-8877",Roxanne,F,estimate,,Capture,1988-07-17,"Hudson Bay, Canada","Hudson Bay, Manitoba to SeaWorld San Antonio (??-Jul-1988)",SeaWorld San Antonio,Died,1996-10-01,Acute renal failure,1988-07-17,2998.0
858,859,Beluga,"NOA0002950, SWT-DL-8879",Martina,F,estimate,,Capture,1988-07-18,"Hudson Bay, Canada","Hudson Bay, Manitoba to SeaWorld San Antonio (??-Jul-1988)",SeaWorld San Antonio,Died,2009-01-26,Chronic progressive degenerative (...),1988-07-18,7497.0
859,860,Killer Whale; Orca,"NOA0002960, SWF-OO-8801",Katerina,F,actual,1988,Born,1988-11-04,SeaWorld Orlando,SeaWorld Orlando to SeaWorld Aurora (20-Apr-1991) to SeaWorld San Antonio (??-Oct-1994),SeaWorld San Antonio,Died,1999-05-05,Probable viral infection,1988-11-04,3834.0
860,861,Bottlenose,"NOA0003060, SWF-TT-9201",Scotia,M,actual,1992,Born,1992-06-08,SeaWorld Orlando,SeaWorld Orlando to SeaWorld Aurora (26-Apr-1998) to SeaWorld Orlando (17-Feb-2001) to Discovery Cove Orlando (??-Mar-2003) to SeaWorld San Antonio (03-Apr-2004),SeaWorld San Antonio,Died,2014-05-13,"Bronchopneumonia, bronchiectasis",1992-06-08,8009.0
861,862,Bottlenose,"NOA0003065, SWT-TT-9279",,U,actual,1992,Born,1992-09-09,SeaWorld San Antonio,,SeaWorld San Antonio,Died,1993-06-05,-,1992-09-09,269.0
862,863,Bottlenose,"NOA0003079, SWT-TT-9377",,M,actual,1993,Born,1993-03-29,SeaWorld San Antonio,,SeaWorld San Antonio,Died,1999-05-12,-,1993-03-29,2235.0
863,864,Bottlenose,"NOA0003080, SWT-TT-9378",,M,actual,1993,Born,1993-07-25,SeaWorld San Antonio,,SeaWorld San Antonio,Died,1999-02-13,-,1993-07-25,2029.0
864,865,Killer Whale; Orca,"NOA0003088, SWF-OO-9302",Taku,M,actual,1993,Born,1993-09-09,SeaWorld Orlando,SeaWorld Orlando to SeaWorld San Antonio (17-Nov-2006),SeaWorld San Antonio,Died,2007-10-18,Acute pneumonia,1993-09-09,5152.0
865,866,Beluga,"NOA0003082, SWT-DL-9377",,M,actual,1993,Born,1993-09-25,SeaWorld San Antonio,,SeaWorld San Antonio,Died,1995-02-16,Chronic suppurative osteomyelitis,1993-09-25,509.0
866,867,Killer Whale; Orca,"NOA0003108, SWT-OO-9476",,U,actual,1994,Born,1994-11-20,SeaWorld San Antonio,,SeaWorld San Antonio,Died,1994-12-28,Pneumonia,1994-11-20,38.0
867,868,Beluga,"NOA0005485, SWT-DL-9576",,F,actual,1995,Born,1995-07-19,SeaWorld San Antonio,,SeaWorld San Antonio,Died,1998-05-11,-,1995-07-19,1027.0
868,869,Beluga,"NOA0006292, YDL0502",Nico,M,estimate,1991,Capture,1996-01-01,"White Sea, Russia","White Sea, Russia to Utrish (~ 1996) to La Feria de Chapultepec (??-May-1998) to Georgia Aquarium (17-Oct-2005) to SeaWorld San Antonio (05-Oct-2009)",SeaWorld San Antonio,Died,2009-10-31,"Meningoencephalitis, pneumonia",2005-10-17,5052.0
869,870,"White-sided, Pacific","NOA0005640, SWT-LO-9676",Cassie,F,actual,1996,Born,1996-10-11,SeaWorld San Antonio,,SeaWorld San Antonio,Died,2005-02-07,Erysipelas septicemia,1996-10-11,3041.0
870,871,Killer Whale; Orca,"NOA0005645, SWF-OO-9601",Unna,F,actual,1996,Born,1996-12-27,SeaWorld Orlando,SeaWorld Orlando to SeaWorld San Antonio (07-Dec-2002),SeaWorld San Antonio,Died,2015-12-21,Highly resistant Candida infection,1996-12-27,6933.0
871,872,Bottlenose,"NOA0005739, SWT-TT-9876",,F,actual,1998,Born,1998-06-04,SeaWorld San Antonio,,SeaWorld San Antonio,Died,2000-02-28,-,1998-06-04,634.0
872,873,Beluga,"NOA0005752, SWT-DL-9876",Olivia,F,actual,1998,Born,1998-06-19,SeaWorld San Antonio,,SeaWorld San Antonio,Died,2005-04-20,severe acute cranial and cervical trauma,1998-06-19,2497.0
873,874,"White-sided, Pacific","NOA0005858, SWT-LO-9977",,U,actual,1999,Born,1999-08-04,SeaWorld San Antonio,,SeaWorld San Antonio,Died,2002-01-03,Chronic Erysipelas infection,1999-08-04,883.0
874,875,Bottlenose,"NOA0005863, SWT-TT-9976",Jovi,M,actual,1999,Born,1999-08-17,SeaWorld San Antonio,,SeaWorld San Antonio,Died,2004-05-30,Severe acute broncho-interstitial pneumonia,1999-08-17,1748.0
875,876,"White-sided, Pacific","NOA0005914, SWT-LO-0076",,F,actual,2000,Born,2000-08-15,SeaWorld San Antonio,,SeaWorld San Antonio,Died,2002-03-31,Systemic histoplasmosis,2000-08-15,593.0
876,877,Bottlenose,"NOA0005956, SWT-TT-0177",Max,M,actual,2001,Born,2001-04-22,SeaWorld San Antonio,,SeaWorld San Antonio,Died,2006-07-04,-,2001-04-22,1899.0
877,878,Bottlenose,"NOA0006137, SWT-TT-0376",Yoki,F,actual,2003,Born,2003-07-29,SeaWorld San Antonio,,SeaWorld San Antonio,Died,2004-08-26,-,2003-07-29,394.0
878,879,"White-sided, Pacific","NOA0006147, SWT-LO-0376",Dart,M,actual,2003,Born,2003-09-08,SeaWorld San Antonio,,SeaWorld San Antonio,Died,2016-02-05,-,2003-09-08,4533.0
879,880,"White-sided, Pacific","NOA0006152, SWT-LO-0377",Jet,M,actual,2003,Born,2003-09-11,SeaWorld San Antonio,,SeaWorld San Antonio,Died,2004-11-29,Peracute intestinal torsion,2003-09-11,445.0
880,881,Bottlenose,"NOA0006242, SWT-TT-0576",Rio,M,actual,2005,Born,2005-01-04,SeaWorld San Antonio,,SeaWorld San Antonio,Died,2006-05-10,Acute respiratory disease,2005-01-04,491.0
881,882,Killer Whale; Orca,"NOA0006295, SWT-OO-0576",Halyn,F,actual,2005,Born,2005-10-09,SeaWorld San Antonio,,SeaWorld San Antonio,Died,2008-06-15,Acute encephalitis,2005-10-09,980.0
882,883,Beluga,"NOA0006497, SWT-DL-0876",Whisper's Calf,F,actual,2008,Born,2008-07-27,SeaWorld San Antonio,,SeaWorld San Antonio,Died,2008-08-27,Acute bacterial pneumonia,2008-07-27,31.0
883,884,Beluga,"NOA0006540, SWT-DL-0976",Bella,F,actual,2009,Born,2009-06-12,SeaWorld San Antonio,,SeaWorld San Antonio,Died,2013-08-25,Acute cerebral edema,2009-06-12,1535.0
