,Unnamed: 0,species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,transfers,currently,status,statusDate,COD,entryDate,timespent,count
915,916,Bottlenose,"NOA0002606, SWC-TT-7154",Jiffy,F,estimate,1956,Capture,1971-06-09,Gulf of Mexico,Gulf of Mexico to SeaWorld San Diego (09-Jun-1971),SeaWorld San Diego,Died,1987-02-11,Cardiopulmonary failure due to old age,1971-06-09,5726.0,1
916,917,Bottlenose,"NOA0002607, SWC-TT-7157",Speedy,F,estimate,1956,Capture,1971-06-09,Gulf of Mexico,Gulf of Mexico to SeaWorld San Diego (09-Jun-1971),SeaWorld San Diego,Died,1992-12-25,"Pulmonary edema, renal calculi",1971-06-09,7870.0,1
917,918,Killer Whale; Orca,"NOA0002518, 16",Kona,F,estimate,1967,Capture,1971-08-01,"Penn Cove, WA, US","Penn Cove to Sea Pen, Penn Cove (??-Aug-1971) to SeaWorld San Diego (~ Oct 1971?) to SeaWorld Aurora (Spring 1975) to SeaWorld San Diego (??-Sep-1975)",SeaWorld San Diego,Died,1977-09-28,Septicemia/also reported as pulmonary abscession,1971-08-01,2250.0,1
918,919,Bottlenose,NOA0002557,Name Unk.,U,estimate,,Capture,1972-04-09,"Gulf of Mexico, FL, US",Gulf of Mexico (Florida) to SeaWorld San Diego (09-Apr-1972),SeaWorld San Diego,Died,1973-07-12,Endometritus,1972-04-09,459.0,1
919,920,Bottlenose,"NOA0002608, SWC-TT-7271",Sambo,M,estimate,1968,Capture,1972-09-04,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to SeaWorld San Diego (04-Sep-1972)",SeaWorld San Diego,Died,1986-01-10,"Senile changes, multiple organ failure",1972-09-04,4876.0,1
920,921,Bottlenose,NOA0002600,Name Unk.,U,estimate,,Capture,1972-09-20,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to SeaWorld San Diego (20-Sep-1972)",SeaWorld San Diego,Died,1973-02-11,Abscess,1972-09-20,144.0,1
921,922,Bottlenose,"NOA0002609, SWC-TT-7276",,M,estimate,,Capture,1972-11-05,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to SeaWorld San Diego (05-Nov-1972)",SeaWorld San Diego,Died,1987-05-01,Trauma due to jaw fracture,1972-11-05,5290.0,1
922,923,"White-sided, Pacific","NOA0002550, SWC-LO-119",Scorpio,M,estimate,,Capture,1972-12-01,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (~ Dec 1972?)",SeaWorld San Diego,Died,1978-12-29,Liver failure,1972-12-01,2219.0,1
923,924,"White-sided, Pacific",NOA0002547,,U,estimate,,Capture,1972-12-10,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (10-Dec-1972)",SeaWorld San Diego,Died,1972-12-26,Biliary obstruction,1972-12-10,16.0,1
924,925,"White-sided, Pacific",NOA0002553,,U,estimate,,Capture,1972-12-10,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (10-Dec-1972)",SeaWorld San Diego,Died,1973-02-04,Hemorrhage,1972-12-10,56.0,1
925,926,Bottlenose,NOA0002599,Name Unk.,U,estimate,,Capture,1972-12-12,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to SeaWorld San Diego (12-Dec-1972)",SeaWorld San Diego,Died,1972-12-31,Adrenal stress,1972-12-12,19.0,1
926,927,Bottlenose,"NOA0002563, AB279",Ab,F,estimate,,Capture,1972-12-15,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to SeaWorld San Diego (15-Dec-1972)",SeaWorld San Diego,Died,1979-09-23,"Acute pneumonia, renal calculi",1972-12-15,2473.0,1
927,928,Bottlenose,"NOA0002569, AB281",Ab,U,estimate,,Capture,1972-12-15,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to SeaWorld San Diego (15-Dec-1972)",SeaWorld San Diego,Died,1976-12-15,Pancreatitis,1972-12-15,1461.0,1
928,929,Bottlenose,"NOA0002562, AB284",Ab,M,estimate,,Capture,1972-12-15,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to SeaWorld San Diego (15-Dec-1972)",SeaWorld San Diego,Died,1979-07-17,"Cardiac insufficiency, chronic pulmonary edema",1972-12-15,2405.0,1
929,930,Bottlenose,"NOA0002570, AB286",Ab,U,estimate,,Capture,1972-12-15,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to SeaWorld San Diego (15-Dec-1972)",SeaWorld San Diego,Died,1976-09-30,Pneumonia,1972-12-15,1385.0,1
930,931,Bottlenose,NOA0002568,Name Unk.,U,estimate,,Capture,1972-12-15,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to SeaWorld San Diego (15-Dec-1972)",SeaWorld San Diego,Died,1976-07-23,Lung abscess,1972-12-15,1316.0,1
931,932,Bottlenose,"NOA0002629, AB 282",Pisces,M,estimate,,Capture,1972-12-15,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to SeaWorld San Diego (15-Dec-1972)",SeaWorld San Diego,Died,1974-04-05,Pneumonitis,1972-12-15,476.0,1
932,933,Bottlenose,"NOA0002621, 6",Sagittarius,U,estimate,,Capture,1972-12-15,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to SeaWorld San Diego (15-Dec-1972)",SeaWorld San Diego,Died,1974-07-31,Bacterial septicemia,1972-12-15,593.0,1
933,934,"White-sided, Pacific","NOA0002546, SW5",,U,estimate,,Capture,1972-12-17,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (17-Dec-1972)",SeaWorld San Diego,Died,1974-01-03,Toxemia,1972-12-17,382.0,1
934,935,"White-sided, Pacific","NOA0002552, SWC-LO-116",,M,estimate,,Capture,1972-12-17,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (17-Dec-1972)",SeaWorld San Diego,Died,1982-09-13,"Old age, pulmonary issues",1972-12-17,3557.0,1
935,936,"White-sided, Pacific","NOA0002554, SWC-LO-124",Nancy,F,estimate,,Capture,1972-12-17,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (17-Dec-1972)",SeaWorld San Diego,Died,2002-09-10,"Severe atherosclerosis, myocardial (...)",1972-12-17,10859.0,1
936,937,Bottlenose,"NOA0002635, SWC-TT-8013",Madonna,F,estimate,1947,Capture,1972-12-18,"Unknown, US",Unknown to Quinlan Marine Attractions (??-???-????) to SeaWorld San Diego (06-Aug-1980),SeaWorld San Diego,Died,1981-04-12,Old age,1972-12-18,3037.0,1
937,938,"White-sided, Pacific","NOA0002551, SWC-LO-121",,M,estimate,,Capture,1972-12-20,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (1972 / 1973?)",SeaWorld San Diego,Died,1979-08-24,Pneumonia,1972-12-20,2438.0,1
938,939,"White-sided, Pacific","NOA0002543, SWC-LO-128",Gemini,M,estimate,,Capture,1973-03-10,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (10-Mar-1973)",SeaWorld San Diego,Died,1981-01-15,Viral pulmonary congestion,1973-03-10,2868.0,1
939,940,"White-sided, Pacific","NOA0002540, SWC-LO-125",,M,estimate,,Capture,1973-03-10,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (10-Mar-1973)",SeaWorld San Diego,Died,1973-05-10,Erysipelas,1973-03-10,61.0,1
940,941,"White-sided, Pacific","NOA0002541, SWC-LO-126",,M,estimate,,Capture,1973-03-10,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (10-Mar-1973)",SeaWorld San Diego,Died,1973-12-10,Bacterial infection,1973-03-10,275.0,1
941,942,"White-sided, Pacific","NOA0002542, SWC-LO-127",,M,estimate,,Capture,1973-03-10,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (10-Mar-1973)",SeaWorld San Diego,Died,1973-12-26,Bacterial infection,1973-03-10,291.0,1
942,943,"White-sided, Pacific",NOA0002548,Name Unk,U,estimate,,Capture,1973-03-10,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (10-Mar-1973)",SeaWorld San Diego,Died,1973-05-10,Bacterial septicemia,1973-03-10,61.0,1
943,944,"White-sided, Pacific",NOA0002549,,U,estimate,,Capture,1973-06-01,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (01-Jun-1973?)",SeaWorld San Diego,Died,1973-08-17,Anorexia,1973-06-01,77.0,1
944,945,"White-sided, Pacific","NOA0002544, SWC-LO-130",,M,estimate,,Capture,1973-06-01,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (01-Jun-1973?)",SeaWorld San Diego,Died,1973-08-18,Pneumonia,1973-06-01,78.0,1
945,946,"White-sided, Pacific","NOA0002545, 17",Baby Leroy,F,estimate,,Capture,1973-06-08,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (08-Jun-1973)",SeaWorld San Diego,Died,1975-12-21,Pneumonia,1973-06-08,926.0,1
946,947,Beluga,NOA0002497,,F,estimate,,Capture,1973-07-03,"Hudson Bay, Canada","Hudson Bay, Manitoba to SeaWorld San Diego (??-Jul-1973)",SeaWorld San Diego,Died,1973-11-09,Edema,1973-07-03,129.0,1
947,948,Beluga,"NOA0002498, SWC-DL-7301, BW-301",Edwina,F,estimate,,Capture,1973-07-03,"Hudson Bay, Canada","Hudson Bay, Manitoba to Seattle Aquarium? (??-Jul-1973) to SeaWorld San Diego (26-Oct-1973?)",SeaWorld San Diego,Died,1979-07-16,"Massive thoracic abscession, septicemia...",1973-07-03,2204.0,1
948,949,Killer Whale; Orca,"NOA0002519, 302",Frankie,M,estimate,1958,Capture,1973-08-01,"Washington, US","Washington, US to Seattle Marine Aquarium (??-Aug-1973) to SeaWorld San Diego (26-Oct-1973)",SeaWorld San Diego,Died,1974-01-29,"Pneumonia, influenza",1973-08-01,181.0,1
949,950,Bottlenose,"NOA0002592, SWF-TT-8",Toad,F,estimate,1969,Capture,1973-09-16,"Atlantic Ocean, FL","Florida, Atlantic Ocean to SeaWorld Orlando (16-Sep-1973) to Discovery Cove Orlando (~ Feb 2000) to SeaWorld San Diego (03-Apr-2004)",SeaWorld San Diego,Died,2004-04-24,Chronic severe tubulo-interstitial pneumonia,1973-09-16,11178.0,1
950,951,"Pilot, Short-fin","NOA0002487, SWC-GM-7401",Hummer,M,estimate,,Capture,1974-10-23,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (23-Oct-1974)",SeaWorld San Diego,Died,1981-10-05,"Chronic kidney disease, senile changes",1974-10-23,2539.0,1
951,952,"Pilot, Short-fin","NOA0002484, SWC-GM-7402",Grinda,F,estimate,,Capture,1974-10-31,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (31-Oct-1974)",SeaWorld San Diego,Died,1974-11-15,Endometritis,1974-10-31,15.0,1
952,953,Beluga,"NOA0002500, #00-634",Kojak,M,estimate,1971,Capture,1975-07-15,"Hudson Bay, Canada","Hudson Bay, Manitoba to Holding pool, Manitoba (15-Jul-1975) to New York Aquarium (22-Jul-1975) to SeaWorld San Diego (25-Feb-1976)",SeaWorld San Diego,Died,1986-11-27,"Senile changes, old age",1975-07-15,4153.0,1
953,954,Common,"NOA0001384, DD-404",,F,estimate,,Capture,1975-09-24,"Pacific Ocean, CA, US","Pacific Ocean, California to U.S. Navy, California (24-Sep-1975) to SeaWorld San Diego (11-Jun-1981)",SeaWorld San Diego,Died,1981-10-23,Congenital ureteral atresia,1975-09-24,2221.0,1
954,955,Common,"NOA0001385, DD-405",,F,estimate,,Capture,1975-09-24,"Pacific Ocean, CA, US","Pacific Ocean, California to U.S. Navy, California (24-Sep-1975) to SeaWorld San Diego (11-Jun-1981)",SeaWorld San Diego,Died,1981-07-14,"Pneumonia, degenerative liver disease",1975-09-24,2120.0,1
955,956,Bottlenose,"NOA0002579, SWC-TT-7502",Gouda,M,estimate,1974,Capture,1975-10-25,"Gulf of Mexico, FL?","Florida, Gulf of Mexico? to SeaWorld San Diego (25-Oct-1975)",SeaWorld San Diego,Died,1984-04-26,Chronic degen. respiratory & liver disease,1975-10-25,3106.0,1
956,957,Bottlenose,"NOA0002580, SWC-TT-7503",Scarback,F,estimate,1971,Capture,1975-10-25,"Gulf of Mexico, FL?","Florida, Gulf of Mexico? to SeaWorld San Diego (25-Oct-1975)",SeaWorld San Diego,Died,2010-04-04,"Euthanasia, due to mouth cancer",1975-10-25,12580.0,1
957,958,Bottlenose,"NOA0002582, SWC-TT-7505",Priscilla,F,estimate,1971,Capture,1975-10-26,"Gulf of Mexico, FL?","Florida, Gulf of Mexico? to SeaWorld San Diego (26-Oct-1975)",SeaWorld San Diego,Died,2004-11-03,Peritonitis,1975-10-26,10601.0,1
958,959,Bottlenose,"NOA0002584, 507, TT-7507?",,F,estimate,,Capture,1975-10-28,"Gulf of Mexico, FL?","Florida, Gulf of Mexico? to SeaWorld San Diego (28-Oct-1975)",SeaWorld San Diego,Died,1975-12-26,Cirrhosis,1975-10-28,59.0,1
959,960,"Pilot, Short-fin","NOA0002488, SWC-GM-7501",Bingo,M,estimate,,Capture,1975-11-14,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (14-Nov-1975)",SeaWorld San Diego,Died,1976-04-10,Pneumonia,1975-11-14,148.0,1
960,961,"Pilot, Short-fin","NOA0002489, SWC-GM-7502",Lois,F,estimate,,Capture,1975-11-16,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (16-Nov-1975)",SeaWorld San Diego,Died,1975-12-10,-,1975-11-16,24.0,1
961,962,"Pilot, Short-fin","NOA0002490, SWC-GM-7503",Blackjack,M,estimate,,Capture,1975-11-21,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (21-Nov-1975)",SeaWorld San Diego,Died,1975-12-23,Pneumonia,1975-11-21,32.0,1
962,963,"Pilot, Short-fin","NOA0002485, SWC-GM-7602",Buckwheat,M,estimate,,Capture,1976-12-18,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (18-Dec-1976)",SeaWorld San Diego,Died,1978-09-25,Uremia,1976-12-18,646.0,1
963,964,"Pilot, Short-fin","NOA0002486, SWC-GM-7603",Spanky,M,estimate,,Capture,1976-12-20,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (20-Dec-1976)",SeaWorld San Diego,Died,1978-05-20,Abdominal abscess,1976-12-20,516.0,1
964,965,Bottlenose,"NOA0002672, PB711",Spiffy,F,estimate,,Capture,1977-04-22,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (22-Apr-1977)",SeaWorld San Diego,Died,1978-03-20,Pulmonary edema,1977-04-22,332.0,1
965,966,Beluga,"NOA0004864, DL-574",Muktukmuk;,F,estimate,1967,Capture,1977-08-01,"Hudson Bay, Canada","Hudson Bay, Manitoba to U.S. Navy (01-Aug-1977) to SeaWorld San Diego (07-Feb-2001)",SeaWorld San Diego,Died,2007-01-18,-,1977-08-01,10762.0,1
966,967,Killer Whale; Orca,"NOA0002509, SWC-OO-7706",Kandu V,F,estimate,1974,Capture,1977-09-30,Iceland,"Iceland to Sea Pen, Grindavik Harbor (??-???-1977) to Dolfinarium Harderwijk (12-Oct-1977) to SeaWorld San Diego (~ Dec 1977?) to SeaWorld Aurora (Spring 1980) to SeaWorld San Diego (~ Sep 1980) to SeaWorld Aurora (Spring 1981) to SeaWorld San Diego (~ Sep 1981)",SeaWorld San Diego,Died,1989-08-21,"Fractured jaw (maxillary bilateral fracture), blood loss",1977-09-30,4343.0,1
967,968,Bottlenose,"NOA0002682, PB810",Pb,M,estimate,,Capture,1978-01-27,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (27-Jan-1978)",SeaWorld San Diego,Died,1978-05-08,"Obstructive jaundice, probably parasitic",1978-01-27,101.0,1
968,969,Bottlenose,"NOA0002683, PB7811",Pb,F,estimate,,Capture,1978-01-29,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (29-Jan-1978)",SeaWorld San Diego,Died,1980-04-02,"Spinal cord disease, possibly traumatic",1978-01-29,794.0,1
971,972,"Pilot, Short-fin","NOA0001373, GM-7801H",Phyllis,F,estimate,,Capture,1978-10-23,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (23-Oct-1978)",SeaWorld San Diego,Died,1980-01-24,Renal cortical necrosis,1978-10-23,458.0,1
972,973,Risso's,"NOA0001371, GG-7802",,M,estimate,,Capture,1978-10-25,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (25-Oct-1978)",SeaWorld San Diego,Died,1978-10-30,Pneumonia,1978-10-25,5.0,1
973,974,Killer Whale; Orca,"NOA0002503, SWC-OO-7802",Shawn,M,estimate,,Capture,1978-10-26,Iceland,"Iceland, North Atlantic to Hafnarfjordur Aquarium (26-Oct-1978) to SeaWorld San Diego (??-???-1978)",SeaWorld San Diego,Died,1979-09-03,Pneumonia,,312.0,1
974,975,"Pilot, Short-fin","NOA0001372, GM-7802H",Yvonne,F,estimate,,Capture,1978-11-28,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (28-Nov-1978)",SeaWorld San Diego,Died,1983-10-12,"Nephritis, peritonitis",1978-11-28,1779.0,1
975,976,Common,"NOA0001374, DD-7801H",,F,estimate,,Capture,1978-12-13,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (13-Dec-1978)",SeaWorld San Diego,Died,1980-12-15,Pneumonia,1978-12-13,733.0,1
976,977,Common,"NOA0001375, DD-7802H",,F,estimate,,Capture,1978-12-13,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (13-Dec-1978)",SeaWorld San Diego,Died,1980-10-15,"Enteritis, pneumonia",1978-12-13,672.0,1
977,978,Common,"NOA0001376, DD-7803H",,F,estimate,,Capture,1978-12-13,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (13-Dec-1978)",SeaWorld San Diego,Died,1980-12-18,Pneumonia,1978-12-13,736.0,1
978,979,Common,"NOA0001377, DD-7804H",,F,estimate,,Capture,1978-12-14,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (14-Dec-1978)",SeaWorld San Diego,Died,1979-01-11,Gangrenous pneumonia,1978-12-14,28.0,1
979,980,Common,"NOA0001378, DD-7805H",,F,estimate,,Capture,1978-12-14,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (14-Dec-1978)",SeaWorld San Diego,Died,1981-01-01,Gastroenteritis,1978-12-14,749.0,1
980,981,Common,"NOA0001379, DD-7806H",,F,estimate,,Capture,1978-12-14,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (14-Dec-1978)",SeaWorld San Diego,Died,1978-12-30,Pneumonia,1978-12-14,16.0,1
981,982,Commerson's,"NOA0006226, SWC-CC-0426",Yogi,M,estimate,1972,Capture,1978-12-18,Argentina,Argentina to Duisburg Zoo (18-Dec-1978) to SeaWorld San Diego (12-Sep-2004),SeaWorld San Diego,Died,2004-11-20,-,2004-09-12,9469.0,1
982,983,Beluga,"NOA0002493, SWC-DL-7903",Casper,F,estimate,,Capture,1979-07-03,"Hudson Bay, Canada","Hudson Bay, Manitoba to Holding pool, Manitoba (03-Jul-1979) to SeaWorld San Diego (24-Jul-1979)",SeaWorld San Diego,Died,1987-08-20,"Dystocia, massive hematoma (after surgery)",1979-07-03,2970.0,1
983,984,Beluga,"NOA0002496, SWC-DL-7906",Snoopy,F,estimate,,Capture,1979-07-03,"Hudson Bay, Canada","Hudson Bay, Manitoba to Holding pool, Manitoba (03-Jul-1979) to SeaWorld San Diego (24-Jul-1979)",SeaWorld San Diego,Died,1981-01-20,Hepatosis,1979-07-03,567.0,1
984,985,Beluga,"NOA0002491, SWC-DL-7901",,M,estimate,,Capture,1979-07-03,"Hudson Bay, Canada","Hudson Bay, Manitoba to Holding pool, Manitoba (03-Jul-1979) to SeaWorld San Diego (24-Jul-1979)",SeaWorld San Diego,Died,1981-08-20,Acute gastritis,1979-07-03,779.0,1
985,986,Beluga,"NOA0002495, SWF-DL-7905",,F,estimate,,Capture,1979-07-03,"Hudson Bay, Canada","Hudson Bay, Manitoba to Holding pool, Manitoba (03-Jul-1979) to SeaWorld San Diego (24-Jul-1979)",SeaWorld San Diego,Died,1986-05-14,"Euthanasia, showing signs of renal failure",1979-07-03,2507.0,1
986,987,Common,"NOA0001380, DD-7901H",,F,estimate,,Capture,1979-08-23,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (23-Aug-1979)",SeaWorld San Diego,Died,1981-06-08,Chronic Nasitrema (trematodes),1979-08-23,655.0,1
987,988,"Pilot, Short-fin","NOA0002483, SWC-GM-8001",,M,estimate,,Capture,1980-01-08,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (08-Jan-1980)",SeaWorld San Diego,Died,1980-05-15,Respiratory abscesses,1980-01-08,128.0,1
988,989,"White-sided, Pacific","NOA0002530, SWC-LO-8001",,F,estimate,,Capture,1980-01-15,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (15-Jan-1980)",SeaWorld San Diego,Died,1986-05-11,Pulmonary abscess,1980-01-15,2308.0,1
989,990,"White-sided, Pacific","NOA0002532, SWC-LO-8003",,F,estimate,,Capture,1980-01-15,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (15-Jan-1980)",SeaWorld San Diego,Died,1984-09-14,Lymphadenopathy,1980-01-15,1704.0,1
990,991,"White-sided, Pacific","NOA0002538, SWC-LO-8009",,M,estimate,,Capture,1980-02-08,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (08-Feb-1980)",SeaWorld San Diego,Died,1982-10-26,Lung abscesses,1980-02-08,991.0,1
991,992,"White-sided, Pacific","NOA0002539, SWC-LO-8010",,F,estimate,,Capture,1980-02-09,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (09-Feb-1980)",SeaWorld San Diego,Died,1980-05-25,Pulmonary congestion,1980-02-09,106.0,1
993,994,Beluga,"NOA0004936, DL-637F",Rubyrub,F,estimate,1978,Capture,1980-07-15,"Hudson Bay, Canada","Hudson Bay, Manitoba to U.S. Navy (15-Jul-1980) to SeaWorld San Diego (18-Apr-1997)",SeaWorld San Diego,Died,2014-07-03,Fungal encephalitis,1980-07-15,12406.0,1
994,995,Common,"NOA0001381, DD-8001H",,M,estimate,,Capture,1980-07-16,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (16-Jul-1980)",SeaWorld San Diego,Died,1980-07-23,Fibrinous pneumonia,1980-07-16,7.0,1
996,997,Killer Whale; Orca,"NOA0005948, SWC-OO-0126",Bjossa,F,estimate,1978,Capture,1980-11-19,Iceland,"Iceland, North Atlantic to Holding, Iceland (unk.) (19-Nov-1980) to Vancouver Aquarium (20-Dec-1980) to SeaWorld San Diego (21-Apr-2001)",SeaWorld San Diego,Died,2001-10-09,Chronic respiratory disease,1980-11-19,7629.0,1
997,998,"Pilot, Short-fin","NOA0002692, SWC-GM-8002",Josie,F,estimate,,Capture,1980-12-11,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (11-Dec-1980)",SeaWorld San Diego,Died,1992-10-18,Acute necrotizing pneumonia,1980-12-11,4329.0,1
998,999,"Pilot, Short-fin","NOA0002693, SWC-GM-8003",,F,estimate,,Capture,1980-12-16,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (16-Dec-1980)",SeaWorld San Diego,Died,1983-07-05,"Metritis, parasites",1980-12-16,931.0,1
999,1000,"White-sided, Pacific","NOA0002697, SWC-LO-8126",,F,estimate,,Capture,1981-02-02,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (02-Feb-1981)",SeaWorld San Diego,Died,1981-03-01,"Septicemia, enteritis",1981-02-02,27.0,1
1000,1001,"White-sided, Pacific","NOA0002699, SWC-LO-8128",,F,estimate,,Capture,1981-02-03,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (03-Feb-1981)",SeaWorld San Diego,Died,1986-03-30,Traumatic cerebral hemorrhage,1981-02-03,1881.0,1
1001,1002,"White-sided, Pacific","NOA0002700, SWC-LO-8129",,F,estimate,,Capture,1981-02-04,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (04-Feb-1981)",SeaWorld San Diego,Died,1981-09-23,"Chr. lung disease, fibrinous pleuritis, pericarditis",1981-02-04,231.0,1
1003,1004,Bottlenose,NOA0002855,Anne,F,estimate,1976,Capture,1982-04-15,"Atlantic Ocean, FL","Florida, Atlantic Ocean to Point Defiance Zoo (15-Apr-1982) to Marineland of the Pacific (??-Mar-1983) to SeaWorld San Diego (10-Feb-1987)",SeaWorld San Diego,Died,1998-07-30,Chronic pneumonia,1982-04-15,5950.0,1
